db_path,location,map_version,vehicle_name
data/data/cache/mini/2021.05.12.22.00.38_veh-35_01008_01518.db,las_vegas,us-nv-las-vegas-strip,veh-35
data/data/cache/mini/2021.05.12.22.28.35_veh-35_00620_01164.db,las_vegas,us-nv-las-vegas-strip,veh-35
data/data/cache/mini/2021.05.12.23.36.44_veh-35_00152_00504.db,las_vegas,us-nv-las-vegas-strip,veh-35
data/data/cache/mini/2021.05.12.23.36.44_veh-35_01133_01535.db,las_vegas,us-nv-las-vegas-strip,veh-35
data/data/cache/mini/2021.05.12.23.36.44_veh-35_02035_02387.db,las_vegas,us-nv-las-vegas-strip,veh-35
data/data/cache/mini/2021.05.25.14.16.10_veh-35_01690_02183.db,las_vegas,us-nv-las-vegas-strip,veh-35
data/data/cache/mini/2021.06.03.12.02.06_veh-35_00233_00609.db,las_vegas,us-nv-las-vegas-strip,veh-35
data/data/cache/mini/2021.06.03.13.55.17_veh-35_00073_00426.db,las_vegas,us-nv-las-vegas-strip,veh-35
data/data/cache/mini/2021.06.07.12.54.00_veh-35_01843_02314.db,las_vegas,us-nv-las-vegas-strip,veh-35
data/data/cache/mini/2021.06.07.18.53.26_veh-26_00005_00427.db,las_vegas,us-nv-las-vegas-strip,veh-26
data/data/cache/mini/2021.06.08.12.54.54_veh-26_04262_04732.db,las_vegas,us-nv-las-vegas-strip,veh-26
data/data/cache/mini/2021.06.08.14.35.24_veh-26_02555_03004.db,las_vegas,us-nv-las-vegas-strip,veh-26
data/data/cache/mini/2021.06.08.16.31.33_veh-38_01589_02072.db,las_vegas,us-nv-las-vegas-strip,veh-38
data/data/cache/mini/2021.06.09.11.54.15_veh-12_04366_04810.db,las_vegas,us-nv-las-vegas-strip,veh-12
data/data/cache/mini/2021.06.09.12.39.51_veh-26_01943_02303.db,las_vegas,us-nv-las-vegas-strip,veh-26
data/data/cache/mini/2021.06.09.12.39.51_veh-26_05620_06003.db,las_vegas,us-nv-las-vegas-strip,veh-26
data/data/cache/mini/2021.06.09.14.03.17_veh-12_02584_02970.db,las_vegas,us-nv-las-vegas-strip,veh-12
data/data/cache/mini/2021.06.09.14.58.55_veh-35_01095_01484.db,las_vegas,us-nv-las-vegas-strip,veh-35
data/data/cache/mini/2021.06.09.14.58.55_veh-35_01894_02311.db,las_vegas,us-nv-las-vegas-strip,veh-35
data/data/cache/mini/2021.06.09.17.23.18_veh-38_00773_01140.db,las_vegas,us-nv-las-vegas-strip,veh-38
data/data/cache/mini/2021.06.09.17.23.18_veh-38_02526_03027.db,las_vegas,us-nv-las-vegas-strip,veh-38
data/data/cache/mini/2021.06.09.17.37.09_veh-12_00404_00864.db,las_vegas,us-nv-las-vegas-strip,veh-12
data/data/cache/mini/2021.06.14.16.32.09_veh-35_05038_05402.db,las_vegas,us-nv-las-vegas-strip,veh-35
data/data/cache/mini/2021.06.14.16.48.02_veh-12_04057_04438.db,las_vegas,us-nv-las-vegas-strip,veh-12
data/data/cache/mini/2021.06.14.16.48.02_veh-12_04978_05337.db,las_vegas,us-nv-las-vegas-strip,veh-12
data/data/cache/mini/2021.06.14.17.26.26_veh-38_04544_04920.db,las_vegas,us-nv-las-vegas-strip,veh-38
data/data/cache/mini/2021.06.14.18.33.41_veh-35_03901_04264.db,las_vegas,us-nv-las-vegas-strip,veh-35
data/data/cache/mini/2021.06.14.18.42.45_veh-12_03445_03902.db,las_vegas,us-nv-las-vegas-strip,veh-12
data/data/cache/mini/2021.06.14.19.22.11_veh-38_01480_01860.db,las_vegas,us-nv-las-vegas-strip,veh-38
data/data/cache/mini/2021.06.23.15.56.12_veh-16_00839_01285.db,las_vegas,us-nv-las-vegas-strip,veh-16
data/data/cache/mini/2021.06.23.16.54.19_veh-35_00808_01256.db,las_vegas,us-nv-las-vegas-strip,veh-35
data/data/cache/mini/2021.06.23.17.31.36_veh-16_00016_00377.db,las_vegas,us-nv-las-vegas-strip,veh-16
data/data/cache/mini/2021.06.23.20.43.31_veh-16_03607_04007.db,las_vegas,us-nv-las-vegas-strip,veh-16
data/data/cache/mini/2021.06.28.15.02.02_veh-38_02398_02848.db,las_vegas,us-nv-las-vegas-strip,veh-38
data/data/cache/mini/2021.06.28.16.29.11_veh-38_01415_01821.db,las_vegas,us-nv-las-vegas-strip,veh-38
data/data/cache/mini/2021.06.28.16.29.11_veh-38_03263_03766.db,las_vegas,us-nv-las-vegas-strip,veh-38
data/data/cache/mini/2021.06.28.16.57.59_veh-26_00016_00484.db,las_vegas,us-nv-las-vegas-strip,veh-26
data/data/cache/mini/2021.07.09.17.06.37_veh-35_00258_00748.db,las_vegas,us-nv-las-vegas-strip,veh-35
data/data/cache/mini/2021.07.09.20.59.12_veh-38_01208_01692.db,las_vegas,us-nv-las-vegas-strip,veh-38
data/data/cache/mini/2021.07.16.00.51.05_veh-17_01352_01901.db,las_vegas,us-nv-las-vegas-strip,veh-17
data/data/cache/mini/2021.07.16.18.06.21_veh-38_03231_03712.db,las_vegas,us-nv-las-vegas-strip,veh-38
data/data/cache/mini/2021.07.16.18.06.21_veh-38_04471_04922.db,las_vegas,us-nv-las-vegas-strip,veh-38
data/data/cache/mini/2021.07.16.18.06.21_veh-38_04933_05307.db,las_vegas,us-nv-las-vegas-strip,veh-38
data/data/cache/mini/2021.07.16.18.19.22_veh-35_00440_00858.db,las_vegas,us-nv-las-vegas-strip,veh-35
data/data/cache/mini/2021.07.16.20.45.29_veh-35_00600_01084.db,las_vegas,us-nv-las-vegas-strip,veh-35
data/data/cache/mini/2021.07.16.20.45.29_veh-35_01095_01486.db,las_vegas,us-nv-las-vegas-strip,veh-35
data/data/cache/mini/2021.07.24.20.37.45_veh-17_00015_00375.db,las_vegas,us-nv-las-vegas-strip,veh-17
data/data/cache/mini/2021.07.24.23.50.16_veh-17_01696_02071.db,las_vegas,us-nv-las-vegas-strip,veh-17
data/data/cache/mini/2021.08.09.17.55.59_veh-28_00021_00307.db,us-ma-boston,us-ma-boston,veh-28
data/data/cache/mini/2021.08.17.16.57.11_veh-08_01200_01636.db,us-pa-pittsburgh-hazelwood,us-pa-pittsburgh-hazelwood,veh-08
data/data/cache/mini/2021.08.17.17.17.01_veh-45_02314_02798.db,us-pa-pittsburgh-hazelwood,us-pa-pittsburgh-hazelwood,veh-45
data/data/cache/mini/2021.08.17.18.54.02_veh-45_00665_01065.db,us-pa-pittsburgh-hazelwood,us-pa-pittsburgh-hazelwood,veh-45
data/data/cache/mini/2021.08.24.13.12.55_veh-45_00386_00472.db,us-pa-pittsburgh-hazelwood,us-pa-pittsburgh-hazelwood,veh-45
data/data/cache/mini/2021.08.30.14.54.34_veh-40_00439_00835.db,us-ma-boston,us-ma-boston,veh-40
data/data/cache/mini/2021.09.16.15.12.03_veh-42_01037_01434.db,us-pa-pittsburgh-hazelwood,us-pa-pittsburgh-hazelwood,veh-42
data/data/cache/mini/2021.10.01.19.16.42_veh-28_02011_02410.db,us-ma-boston,us-ma-boston,veh-28
data/data/cache/mini/2021.10.01.19.16.42_veh-28_03307_03808.db,us-ma-boston,us-ma-boston,veh-28
data/data/cache/mini/2021.10.05.07.10.04_veh-52_01442_01802.db,sg-one-north,sg-one-north,veh-52
data/data/cache/mini/2021.10.06.07.26.10_veh-52_00006_00398.db,sg-one-north,sg-one-north,veh-52
data/data/cache/mini/2021.10.06.17.43.07_veh-28_00508_00877.db,us-ma-boston,us-ma-boston,veh-28
data/data/cache/mini/2021.10.11.02.57.41_veh-50_00352_00535.db,sg-one-north,sg-one-north,veh-50
data/data/cache/mini/2021.10.11.02.57.41_veh-50_01522_02088.db,sg-one-north,sg-one-north,veh-50
data/data/cache/mini/2021.10.11.07.12.18_veh-50_00211_00304.db,sg-one-north,sg-one-north,veh-50
data/data/cache/mini/2021.10.11.08.31.07_veh-50_01750_01948.db,sg-one-north,sg-one-north,veh-50
